frequency_key	representative_expression_key	representative_basic_normalized_text	normalized_text	expression_frequency	document_frequency	publisher_prevalence_count	publisher_sample_count	country_prevalence_count	country_sample_count	value_semantics
frequency.firstbloom-a6cb002-pilot-v1.155a81ad4d714feaecfbf70735820497e82e953225c2ff81ee67b5d0a165e0fb	expression.observed.en.sha256_155a81ad4d714feaecfbf70735820497e82e953225c2ff81ee67b5d0a165e0fb	sweet orange	sweet orange	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.6e296e0e1acb2297cd9c67fefc32f0fac2c5fc421d0a79552e118a00a8ee7599	expression.observed.en.sha256_6e296e0e1acb2297cd9c67fefc32f0fac2c5fc421d0a79552e118a00a8ee7599	sweet orange and blueberries	sweet orange and blueberries	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.2711dbe51d1323bef733bdb156819a2eb92029ac6fce8b5c795946ef8321d6b3	expression.observed.en.sha256_2711dbe51d1323bef733bdb156819a2eb92029ac6fce8b5c795946ef8321d6b3	sweet pastries	sweet pastries	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.410236c71e61974c6ee0d63734a52d8fcfca10c895dc6f6bb12e5258ca477ac6	expression.observed.en.sha256_410236c71e61974c6ee0d63734a52d8fcfca10c895dc6f6bb12e5258ca477ac6	sweet raisins	sweet raisins	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.3fbac8ef1351adc940057fd04e0329e6dd13205595d0a757ab8a56a25f1c4f3d	expression.observed.en.sha256_3fbac8ef1351adc940057fd04e0329e6dd13205595d0a757ab8a56a25f1c4f3d	sweet red apple	sweet red apple	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.ac62f8f65c0d10cdfae564ab3b757b29ea205fa2d24ff9bfd6f0e3e3c24e0420	expression.observed.en.sha256_ac62f8f65c0d10cdfae564ab3b757b29ea205fa2d24ff9bfd6f0e3e3c24e0420	sweet red fruits - strawberries	sweet red fruits - strawberries	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.6454b143f133e16712c629a7f35d3a3197f7177330500a61486ebca86adac7c2	expression.observed.en.sha256_6454b143f133e16712c629a7f35d3a3197f7177330500a61486ebca86adac7c2	sweet rind	sweet rind	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.99b5955dda345559ad6755732cb78cf38420e2aab24c5f8685ba36c76343b33d	expression.observed.en.sha256_99b5955dda345559ad6755732cb78cf38420e2aab24c5f8685ba36c76343b33d	sweet ripe plum	sweet ripe plum	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.f7692693e032561e1589022b8ba174e20f5b24ffe70f1371dc306079b10baa9f	expression.observed.en.sha256_f7692693e032561e1589022b8ba174e20f5b24ffe70f1371dc306079b10baa9f	sweet smoke	sweet smoke	2	2	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.73022e526b26a938ed455c2dda021cec9c54f4768e24ae9fda35eacd5ed582ca	expression.observed.en.sha256_73022e526b26a938ed455c2dda021cec9c54f4768e24ae9fda35eacd5ed582ca	sweet spices	sweet spices	2	2	2	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.2edbe49b5266e7f563d1b5ec647889388548dd212e86228e12705628396948a4	expression.observed.en.sha256_2edbe49b5266e7f563d1b5ec647889388548dd212e86228e12705628396948a4	sweet strawberries	sweet strawberries	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.5e846f9abcad8d152392135eae2c4c8687d1cec728b2ad09aad7f42bb1b4ea61	expression.observed.en.sha256_5e846f9abcad8d152392135eae2c4c8687d1cec728b2ad09aad7f42bb1b4ea61	sweet syrupy body	sweet syrupy body	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.b0dea05e8cc96c5e5d709cd27dbca94f7a2ef7c060e16fc964e9e7a5547677d9	expression.observed.en.sha256_b0dea05e8cc96c5e5d709cd27dbca94f7a2ef7c060e16fc964e9e7a5547677d9	sweet tarts	sweet tarts	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.26138f2ac4b2c2bb71aee05f2a671fe9b23262b69a3154320cfa21479334a906	expression.observed.en.sha256_26138f2ac4b2c2bb71aee05f2a671fe9b23262b69a3154320cfa21479334a906	sweet tobacco	sweet tobacco	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.174994a5b0752fa80f25fea32c7002e9276d82596319afc99b9d136e1142b9e4	expression.observed.en.sha256_174994a5b0752fa80f25fea32c7002e9276d82596319afc99b9d136e1142b9e4	sweet tomato	sweet tomato	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.6b74e8246d472db2c7775ccd5988f7796bd3755a4604c38765b83af6413c561f	expression.observed.en.sha256_6ebbb6db061d034073b3f65ecfae338912e8eb008b62bfd626eb8e2412676307	sweetness – orange	sweetness - orange	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.0692645eb7434f509fb8f0ca35ccb296b216554be645eb2e389c160a37cb8ebc	expression.observed.en.sha256_0692645eb7434f509fb8f0ca35ccb296b216554be645eb2e389c160a37cb8ebc	sweetness-focused	sweetness-focused	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.b1ac925abd78d567db945a680efbc10682cf0328c04819ebd77c4dde387de443	expression.observed.en.sha256_b1ac925abd78d567db945a680efbc10682cf0328c04819ebd77c4dde387de443	syrup	syrup	2	2	2	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.a7ec7f3ae09187df17173620620eb2f2c8a175fe0d6da5221c1109d26f8e29a5	expression.observed.en.sha256_a7ec7f3ae09187df17173620620eb2f2c8a175fe0d6da5221c1109d26f8e29a5	syrupy	syrupy	19	19	13	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.c63e7d71c73e8a52335b86b32286425ea863449956386c5b5c58c45d52ae799e	expression.observed.en.sha256_c63e7d71c73e8a52335b86b32286425ea863449956386c5b5c58c45d52ae799e	syrupy & lingering	syrupy & lingering	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.325cd5633f83e745273d917f673a4732e9f8f42a990fec909e5093319d77e5dc	expression.observed.en.sha256_325cd5633f83e745273d917f673a4732e9f8f42a990fec909e5093319d77e5dc	syrupy mouth feel	syrupy mouth feel	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.0aa1ae3f10b163c28a2b806fe6f3aa9cb1ca2123fcc5df5ee9c836a019804d00	expression.observed.en.sha256_0aa1ae3f10b163c28a2b806fe6f3aa9cb1ca2123fcc5df5ee9c836a019804d00	syrupy mouthfeel	syrupy mouthfeel	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.14891c4599a3634978b54484a4b8ba55678c4e3563016266b31b7715d9526f6c	expression.observed.en.sha256_14891c4599a3634978b54484a4b8ba55678c4e3563016266b31b7715d9526f6c	syrupy sweet	syrupy sweet	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.2da809fb5107c52eefea5c7fa5fb38dc89a8a65135b97f76f67237a8b7c5620c	expression.observed.en.sha256_2da809fb5107c52eefea5c7fa5fb38dc89a8a65135b97f76f67237a8b7c5620c	syrupy sweetness cantaloupe	syrupy sweetness cantaloupe	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.b974df55f0865156e97a17f0af0b3f3c6a6b9b615ef557ddb2d6643853952174	expression.observed.en.sha256_b974df55f0865156e97a17f0af0b3f3c6a6b9b615ef557ddb2d6643853952174	tahini	tahini	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.f898cb1f16b1e45f23aebdd5214f849671e1afcb05b0e8648617603cd1d072a1	expression.observed.en.sha256_f898cb1f16b1e45f23aebdd5214f849671e1afcb05b0e8648617603cd1d072a1	tamarind	tamarind	5	5	4	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.cbbb2b64949871442de2ccfe4fa432460dfb5df8069e88027ce69c3c4eb56c64	expression.observed.en.sha256_cbbb2b64949871442de2ccfe4fa432460dfb5df8069e88027ce69c3c4eb56c64	tang	tang	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.a97fe0fbc627519db7de48e10710660a0ad48dd02793eff5dcf48661c745a61f	expression.observed.en.sha256_a97fe0fbc627519db7de48e10710660a0ad48dd02793eff5dcf48661c745a61f	tangelo	tangelo	2	2	2	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.cb48108ea0d1b87a515dc3d6e3427200d98af7795ccc4ad81d85d17c04d0237b	expression.observed.en.sha256_cb48108ea0d1b87a515dc3d6e3427200d98af7795ccc4ad81d85d17c04d0237b	tangerine	tangerine	40	40	32	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.954af823c85bd5b57372b4baac71e94830412952e2ba9e81e2f8344640b4eae0	expression.observed.en.sha256_954af823c85bd5b57372b4baac71e94830412952e2ba9e81e2f8344640b4eae0	tangerine + red wine	tangerine + red wine	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.5955ac7a82a56121802d2c66dfb3bccd3c048aaf09d7a3ee466b044606e26823	expression.observed.en.sha256_5955ac7a82a56121802d2c66dfb3bccd3c048aaf09d7a3ee466b044606e26823	tangerine and black tea	tangerine and black tea	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.5ed2cfc71b4e7aa66641d188ed55cbaf4d270a83d28a811d7c544c484bb02b98	expression.observed.en.sha256_5ed2cfc71b4e7aa66641d188ed55cbaf4d270a83d28a811d7c544c484bb02b98	tangerine and cocoa	tangerine and cocoa	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.500a1c0805b9d1f62717bd711fbfb3d9d5e96949383d9ff7dccfda779b9324fb	expression.observed.en.sha256_500a1c0805b9d1f62717bd711fbfb3d9d5e96949383d9ff7dccfda779b9324fb	tangerine and cranberries	tangerine and cranberries	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.c8e875d112eb302cbe23562dcae45ccc4d20fecd3ae9db4b817c3984a85dba9f	expression.observed.en.sha256_c8e875d112eb302cbe23562dcae45ccc4d20fecd3ae9db4b817c3984a85dba9f	tangy fruit acidity	tangy fruit acidity	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.6b07464d0ea7e4bdafa54e16633719b80f69f3287390e9fe5ba80aa4ea7aed26	expression.observed.en.sha256_6b07464d0ea7e4bdafa54e16633719b80f69f3287390e9fe5ba80aa4ea7aed26	tangy profile with notes of tangerine and lemon	tangy profile with notes of tangerine and lemon	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.e3ae0782ba0071285ea94cdd96911e833557c794a3f16a90c4ffd6e603450a21	expression.observed.en.sha256_e3ae0782ba0071285ea94cdd96911e833557c794a3f16a90c4ffd6e603450a21	tart	tart	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.143f85ab87ccece7e2a4b55061ebccff227169876b64949c25ec9db3fafb7191	expression.observed.en.sha256_143f85ab87ccece7e2a4b55061ebccff227169876b64949c25ec9db3fafb7191	tart cherry	tart cherry	2	2	2	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.834001ac85191c09d761a3d1cde590a31367b6dfbe7a9027b7856067b6754a68	expression.observed.en.sha256_834001ac85191c09d761a3d1cde590a31367b6dfbe7a9027b7856067b6754a68	tart grape	tart grape	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.fe43afb86d0dc9cc586da2f1edd88b0c1eb8f379891adf51f6f91b6b514be541	expression.observed.en.sha256_fe43afb86d0dc9cc586da2f1edd88b0c1eb8f379891adf51f6f91b6b514be541	tart strawberry	tart strawberry	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.05e01c30b2ec20db61d05a77af9a7fef39de7faf8b117c383353a958c45a0347	expression.observed.en.sha256_05e01c30b2ec20db61d05a77af9a7fef39de7faf8b117c383353a958c45a0347	tastes like lemonade	tastes like lemonade	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.a9f74d1ec36ebdeb2da3f6e5868090cd2a2d20b3dcca7b62f60304b1d3d9ef42	expression.observed.en.sha256_a9f74d1ec36ebdeb2da3f6e5868090cd2a2d20b3dcca7b62f60304b1d3d9ef42	tea	tea	4	4	3	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
