pair_key	subject_expression_key	object_expression_key	subject_basic_normalized_text	object_basic_normalized_text	subject_normalized_text	object_normalized_text	document_cooccurrence_count	sample_count	npmi	subject_given_object_probability	object_given_subject_probability	subject_document_frequency	object_document_frequency	value_semantics
cooccurrence.firstbloom-a6cb002-pilot-v1.c13d9b3fb0d967d38d6162fd1d331574dd25b9908c52a1f85198ae9b8f03fbde	expression.observed.en.sha256_94e44d9d24608ae2161d0c56704f226dc89c2cd8be566abb8fbfbded5a507401	expression.observed.en.sha256_92515df6502ee50aa8723de6f7f1bfcbf74c0db9ffec0862883275bcac013eb0	nectarine	toffee apple	nectarine	toffee apple	1	2474	0.4894813710787068	0.5	0.037037037037037035	27	2	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.6998ed9cb7ef79f28005b9686382978a2d135724d6f9c023d70d9f37cbb7de1c	expression.observed.en.sha256_94e44d9d24608ae2161d0c56704f226dc89c2cd8be566abb8fbfbded5a507401	expression.observed.en.sha256_e9664961c84a9974da38803129ebf9ca14db2d1902631408950c49f0eb3201aa	nectarine	tropical fruits	nectarine	tropical fruits	1	2474	0.2601681983737651	0.08333333333333333	0.037037037037037035	27	12	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.fb357587279749e190a56a02d62d87ce518edfbe79c2bee1811b4502d50f07d0	expression.observed.en.sha256_94e44d9d24608ae2161d0c56704f226dc89c2cd8be566abb8fbfbded5a507401	expression.observed.en.sha256_5296c024e03e439ba3d72c8e432d4f890b3cd0d2c36d67d428aa1e401e675b69	nectarine	vanilla	nectarine	vanilla	1	2474	0.07006544553626158	0.018867924528301886	0.037037037037037035	27	53	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.97f36222453235e193c91407726a900556bd6a79ee5c57f4f332a62ea8fcb8a2	expression.observed.en.sha256_94e44d9d24608ae2161d0c56704f226dc89c2cd8be566abb8fbfbded5a507401	expression.observed.en.sha256_fe2c798487c7f512ceb609d240f48d872c1ae44341174a68dfb6fe9e2ac54460	nectarine	white flowers	nectarine	white flowers	1	2474	0.5781918156754727	1.0	0.037037037037037035	27	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.b1a78f10b680b4b8cdadcb728d98b629d4cfed891faf388c1771f8b7c5f0a826	expression.observed.en.sha256_94e44d9d24608ae2161d0c56704f226dc89c2cd8be566abb8fbfbded5a507401	expression.observed.en.sha256_0d9f3b55df4c901508b21b1dd45a2efc8bfdfc4366a939163cb7ca343c64b1fc	nectarine	white tea	nectarine	white tea	2	2474	0.5057920217785294	0.4	0.07407407407407407	27	5	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.bbf187d814235f5f186a2ce38ce83fdff364a19dfc7340f9bcb5a9ec00215b1b	expression.observed.en.sha256_5804f4c754fa76ee2e3c895808b22e0843c76e5aff0b099523251a9517c8e423	expression.observed.en.sha256_22d2084f01936c564e690d170959976647b46c843bcb313ff7312fc169dc889c	nectarine and jasmine	violet	nectarine and jasmine	violet	1	2474	0.911289555403234	0.5	1.0	1	2	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.749b9849828621c0a780a1923438b4dfd26b93a4948c280b76a03bce7185dd3b	expression.observed.en.sha256_6c392e94a25b5d96bd67c509650081f718a9f92e212cb4ec7d71db912cc18105	expression.observed.en.sha256_0467255695084cc12ffe0c55105907f74a9c189314b9fe87b878eb6fee787b99	nectarine and orange peel	plum	nectarine and orange peel	plum	1	2474	0.4677373324194043	0.015625	1.0	1	64	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.eb389835be8c1aa7738734e87f39b47458997b9c1b4e68c6144bd0bc2b068dcb	expression.observed.en.sha256_eed3375e77d8715ebb4da995cb0b455cad811f0076a0db175302f5d3a3b3c6f4	expression.observed.en.sha256_8ef3107982ce01d076f1393131c36ed9ba96cbc0370de313ebf4d363e1a04a6f	notes / cacao	profile / sweet	notes / cacao	profile / sweet	1	2474	1.0	1.0	1.0	1	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.4eade4470516fa8bf4456b5f50db7ff05411ef150db62651bcd539351ab2c4cd	expression.observed.en.sha256_eed3375e77d8715ebb4da995cb0b455cad811f0076a0db175302f5d3a3b3c6f4	expression.observed.en.sha256_00d2064db061fbc29e714b94dd81e903c98af4b411b58cd303e0ecd2753791a9	notes / cacao	stone fruit	notes / cacao	stone fruit	1	2474	0.5830219028034065	0.038461538461538464	1.0	1	26	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.b0823dbd03bd81a1a0798252ef318cb03868ad363899ab917f9515d565fa74a5	expression.observed.en.sha256_48eb44451985a030f13f8d2d5c89cc2cbcc91e72f4088dec608f3bce0e02db59	expression.observed.en.sha256_256612668cdbaa83ac6d4dfbeb4a8b54b37cb01090d26f0d784ce61d2bc6e8a3	notes of bittersweet cocoa	smoke & roasty	notes of bittersweet cocoa	smoke & roasty	1	2474	1.0	1.0	1.0	1	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.7dd5a19453672f09696584904ba41f895a0d9fd14912f4bf0b882a3524565093	expression.observed.en.sha256_fef35c4fd05f6b39d5b73312f13652903b59b8ab6f2f42f5ff4e183b919d89e4	expression.observed.en.sha256_c6c413216b4be993f366a138ca9a45c6d28c1d8890a85ba8ef662d3389b50522	notes of black currant	persimmon & raw sugar	notes of black currant	persimmon & raw sugar	1	2474	1.0	1.0	1.0	1	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.9c6bc1421dc483128ffaf572ac6f6bdd40da8b3656585ceef320aa3d5930a092	expression.observed.en.sha256_c2222347981d85036141e4d343cde00592cea72e02284416ddbe71fc24d625f5	expression.observed.en.sha256_b026bd50f9161090365d63ef4eaf4fd7ba7902b0dae7e425244e4897cf4a0d36	notes of black tea	peach & floral	notes of black tea	peach & floral	1	2474	1.0	1.0	1.0	1	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.daa66c0e6d31fa26c30c76831a94825fdd48b94b0bff8fbeba52d4bda706e2ff	expression.observed.en.sha256_cd0c8702d4ea812ce8fa2f075f9b195f2bb888fac6de8f0eedd2f7b4e66a22eb	expression.observed.en.sha256_2efa64f91736e51bfbcae85be793635c890cf873727a90a959ad0fbcffafbead	notes of cocoa	spicy	notes of cocoa	spicy	1	2474	0.7706868272950583	0.16666666666666666	1.0	1	6	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.319c290613b40fc9c70437e5b400386615ad35ca527b0462ff52d56486f01d53	expression.observed.en.sha256_6aca5b02236642480d9403dee72e0c0aed531ac18cd0098a09215ba912ee872c	expression.observed.en.sha256_3808a4fe9b20d8f039462c0b37b008388b07b667a52472baf9e6b71d8100e111	notes of cream	wafer & nut	notes of cream	wafer & nut	1	2474	1.0	1.0	1.0	1	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.4592a68b9307a9074cd8e1ca71d8003f36efdbdd53cc9bc3dcb64b75e96d269b	expression.observed.en.sha256_3dbfb7af3e245febf23211f62ca3201db509b2dc2b146be912619ca64b0e71d7	expression.observed.en.sha256_a9fd6ea01b9a593ce3e3a6a5cefb6d0205df2e0606dc22e9c9c563a52f89c17a	notes of milk chocolate	nougat & stone fruit	notes of milk chocolate	nougat & stone fruit	1	2474	0.911289555403234	1.0	0.5	2	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.d975940e68f87d509e46043dc8d0844d8ac00a45003c62073f5b904bc9d31beb	expression.observed.en.sha256_76f868c3d6ab873eaee94345bb6654f72423d603d8aacddfd22dbe3473dee565	expression.observed.en.sha256_d3ccc4df8d8e988856aaf62f15abf411bb8d67cb6c13ab6f7c0ead55dcec6303	notes of plum	toffee & cocoa powder	notes of plum	toffee & cocoa powder	1	2474	0.911289555403234	1.0	0.5	2	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.fbfbc9e1ea89dd18ef3f63c7b466772b8178760fdefedc244d000d75e44cb8b8	expression.observed.en.sha256_c550ff051bb580313f8b82f286c6a53e5d2b1502d784f9bad359d9c81f56f028	expression.observed.en.sha256_0d9f3b55df4c901508b21b1dd45a2efc8bfdfc4366a939163cb7ca343c64b1fc	notes of pomelo	white tea	notes of pomelo	white tea	1	2474	0.7940207263808203	0.2	1.0	1	5	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.4ca2da09416d9af668fb775eb393139cfe505dddef4d5e1dbde1bf10d66fc978	expression.observed.en.sha256_3ae755cc6122a54cc873e3ba2bd8703883b4a711d1af2707ef00f2c2c963ee8d	expression.observed.en.sha256_1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	nougat	orange	nougat	orange	1	2474	0.10608120826599521	0.016666666666666666	0.05555555555555555	18	60	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.89d0a51ceb71bd4b03c12346a02f31b0d85777727518d8b1cf7d80140bf5fc5b	expression.observed.en.sha256_3ae755cc6122a54cc873e3ba2bd8703883b4a711d1af2707ef00f2c2c963ee8d	expression.observed.en.sha256_7eaa01ebd672a7f17bf18d6c2d2818a000d9dfd5191fcf97831226032adcb496	nougat	passionfruit	nougat	passionfruit	1	2474	0.42410482556770285	0.2	0.05555555555555555	18	5	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.b01ed02e2e48c20b6254761fa95456412a762df91ee7a2041a8a9fa937ab1bd0	expression.observed.en.sha256_3ae755cc6122a54cc873e3ba2bd8703883b4a711d1af2707ef00f2c2c963ee8d	expression.observed.en.sha256_0467255695084cc12ffe0c55105907f74a9c189314b9fe87b878eb6fee787b99	nougat	plum	nougat	plum	1	2474	0.09782143160628681	0.015625	0.05555555555555555	18	64	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.411b0bd3115e3fe66fcfcc59807599557ad31b6ed181123414d269991b7756f5	expression.observed.en.sha256_3ae755cc6122a54cc873e3ba2bd8703883b4a711d1af2707ef00f2c2c963ee8d	expression.observed.en.sha256_e97407735e49029c96e5708c724fc9ce57b6335dba804a893320fcb7c0a07953	nougat	raspberry	nougat	raspberry	1	2474	0.0863526776942876	0.014285714285714285	0.05555555555555555	18	70	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.f92ec111d2fac4fb4a55d014a87a04ea78f8f4b567afd61aaf6dc0ae2c5e5ed2	expression.observed.en.sha256_3ae755cc6122a54cc873e3ba2bd8703883b4a711d1af2707ef00f2c2c963ee8d	expression.observed.en.sha256_416f71faeda1064b5a1f7849b769a1dc649fc057e1b6c3b840bb06674ab90de5	nougat	ripe berry	nougat	ripe berry	1	2474	0.5413736545901165	0.5	0.05555555555555555	18	2	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.fa46abace47ad6686aa5ed7064d1c97496155f2497ffe83352dc52c9fadcaa24	expression.observed.en.sha256_3ae755cc6122a54cc873e3ba2bd8703883b4a711d1af2707ef00f2c2c963ee8d	expression.observed.en.sha256_57f64f1b45572420f70df63573f4b115970951a20723cd4e8371d88e13dbcea2	nougat	rum	nougat	rum	1	2474	0.45266320999335063	0.25	0.05555555555555555	18	4	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.098b6e929005315ec6be6e415473a2e2315859576c07b93a5a3b9a540cbe3c31	expression.observed.en.sha256_3ae755cc6122a54cc873e3ba2bd8703883b4a711d1af2707ef00f2c2c963ee8d	expression.observed.en.sha256_9c29e93ba1c4cb77c2fdc62614155347955ca4b18b1f5bada0488cc46172c418	nougat	stewed pear	nougat	stewed pear	1	2474	0.6300840991868826	1.0	0.05555555555555555	18	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.794126176b10794d802c71ea43b01066a127b19aa9174009714bd1b580bad8d6	expression.observed.en.sha256_3ae755cc6122a54cc873e3ba2bd8703883b4a711d1af2707ef00f2c2c963ee8d	expression.observed.en.sha256_bcb5b088b705dd7b42b2859acf615eff47cc1d82c8c3fff28f5448028701c04c	nougat	toffee and red berries	nougat	toffee and red berries	1	2474	0.6300840991868826	1.0	0.05555555555555555	18	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.e5afc78098f37a54138ca7d70df8f1640c4d88affc791add683aa4ccc4e21c40	expression.observed.en.sha256_7dfd8928a4a3162bbd66beb10987e7640f1de3230dd1bef92b5ee9a1c751ab28	expression.observed.en.sha256_2efa64f91736e51bfbcae85be793635c890cf873727a90a959ad0fbcffafbead	nut	spicy	nut	spicy	2	2474	0.6697712763152437	0.3333333333333333	0.2857142857142857	7	6	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.b583715f20bca30ab72a75bb0c1520efd127f73f839e8d3e84f8aba9293826d2	expression.observed.en.sha256_7dfd8928a4a3162bbd66beb10987e7640f1de3230dd1bef92b5ee9a1c751ab28	expression.observed.en.sha256_9d16951143a67b9da520b8519db658595debc8bf4955f90667ab7f52d96c9004	nut	subtle fruit	nut	subtle fruit	1	2474	0.7509582967233508	1.0	0.14285714285714285	7	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.8844753511b5bf693253a3c039783ecf738d63bf7f48f9b1b2787371e6aa4dc5	expression.observed.en.sha256_ddce8d8533bb820f0e96791fe92decd8c020dfbd98e522d42d9b57f998c238aa	expression.observed.en.sha256_b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	nut and chocolate	sweet	nut and chocolate	sweet	1	2474	0.39842256484263006	0.01818181818181818	0.5	2	55	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.bf3d23db13865284599643d8db06a462893068cc6c82cdd6fae669c34f45128a	expression.observed.en.sha256_944b883908dda15237b53bb6cee2c9355fc0bf4267f8577306b03f7df746559b	expression.observed.en.sha256_d776f7cf4e43af5c0bc12b5634fa50843c0158263f1552540447d3e28e7528a2	nut medley	toffee	nut medley	toffee	1	2474	0.521645124018409	0.023809523809523808	1.0	1	42	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.7881457c3605468d8b1b343635782d83aa986c99e90dae8a89a450045a1e58d5	expression.observed.en.sha256_cb63d0a45a857b48462041441a3d9b65402db10efe6a07db33e10647b9a5ce6b	expression.observed.en.sha256_8ae6b3fb7e1fc16bee1e8a222b637a1cc3babe18ff62bf201b36a89db506eea2	nutella	orange peel	nutella	orange peel	2	2474	0.6766233998089124	0.25	0.4	5	8	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.af20afa99e397d1e7a7e212521f650e748fc4e873c41e90b689e3b8f10446797	expression.observed.en.sha256_cb63d0a45a857b48462041441a3d9b65402db10efe6a07db33e10647b9a5ce6b	expression.observed.en.sha256_7baa68f2418ba82d2545a780c00d7a8778249bbcdaf7369114534874ea6d3bd6	nutella	rich	nutella	rich	1	2474	0.4759971090791126	0.08333333333333333	0.2	5	12	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.1804e0274adea44097b9ecf92eb30f355545d7188cda1f1d1707f1f778d8c56b	expression.observed.en.sha256_cb63d0a45a857b48462041441a3d9b65402db10efe6a07db33e10647b9a5ce6b	expression.observed.en.sha256_e3f040d1ef768d8ef32bc6f4db446d162d4afa533eeea7dfb1e2d1cad1264c0e	nutella	salted caramel and almond paste	nutella	salted caramel and almond paste	1	2474	0.7940207263808203	1.0	0.2	5	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.a1d45a6af6a7f8b0752c7e752d48820d6b940d6938611721d6d7944efb25af47	expression.observed.en.sha256_cb63d0a45a857b48462041441a3d9b65402db10efe6a07db33e10647b9a5ce6b	expression.observed.en.sha256_8d8df47519806c666bae419d1aff314f5f87ce1bee09dcd8cc411ab49d16511c	nutella	white chocolate	nutella	white chocolate	1	2474	0.6534179982726445	0.3333333333333333	0.2	5	3	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.cc132c3f4e9f38680d82d91b2352cc43aed677ede712f0fdd42e72f6554716c2	expression.observed.en.sha256_749b0454b89226f5893211ed630015cb2f10f4a935ab66cc4b32b27a580c8800	expression.observed.en.sha256_3bbd81ca7735640cb5a7f837d52559d6ca22ec9b5892ef4c33da75ada9dad63c	nutmeg	nutty	nutmeg	nutty	1	2474	0.3810423959102332	0.047619047619047616	0.16666666666666666	6	21	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.cc356968d2167785b440495c80443f83b1f695358546b4e0eb9cb24133363177	expression.observed.en.sha256_749b0454b89226f5893211ed630015cb2f10f4a935ab66cc4b32b27a580c8800	expression.observed.en.sha256_98f3c885ef7edac7c1810dc65bf5eb8a375d41a272be514accb83d3a2c5b5d11	nutmeg	shortbread	nutmeg	shortbread	1	2474	0.5932659381015264	0.25	0.16666666666666666	6	4	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.8a79943362893c11a5288c95b6972b44985a8eeebcd5df039691904a8d1e5ed3	expression.observed.en.sha256_749b0454b89226f5893211ed630015cb2f10f4a935ab66cc4b32b27a580c8800	expression.observed.en.sha256_5296c024e03e439ba3d72c8e432d4f890b3cd0d2c36d67d428aa1e401e675b69	nutmeg	vanilla	nutmeg	vanilla	1	2474	0.26256045715584714	0.018867924528301886	0.16666666666666666	6	53	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.81cfbbc90cbfca680caad541cf21049f0e245583be3ffe03928ee5edab7baf0b	expression.observed.en.sha256_9093f2bb8d45a4d70a44fdf56e0b62f7d6c9d7cb0748093b0cf3ff9d35b3ebbe	expression.observed.en.sha256_0467255695084cc12ffe0c55105907f74a9c189314b9fe87b878eb6fee787b99	nuts	plum	nuts	plum	1	2474	0.09090179408698928	0.015625	0.05263157894736842	19	64	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.4405b1d814112ac4ed1903639228823630e0a9510a180c4ea44a0ec64ab71dd6	expression.observed.en.sha256_9093f2bb8d45a4d70a44fdf56e0b62f7d6c9d7cb0748093b0cf3ff9d35b3ebbe	expression.observed.en.sha256_9aa26756cc9def1c1f971640932ea1ba3bec7e19085b47519d58bda30b21a773	nuts	raisin	nuts	raisin	1	2474	0.18787201534346365	0.03333333333333333	0.05263157894736842	19	30	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.0eb9f96350f5c8c69783127557a061794b6a3745a8423061e520f9ba2f211936	expression.observed.en.sha256_9093f2bb8d45a4d70a44fdf56e0b62f7d6c9d7cb0748093b0cf3ff9d35b3ebbe	expression.observed.en.sha256_a7f62d7fa5c552c0f254e33bcbbd67088304c2f65753ad1e5b844b3a08a3b67e	nuts	raisins	nuts	raisins	1	2474	0.4171851880484053	0.2	0.05263157894736842	19	5	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.ff8f6c27fa5e5e807bae0aa6bac17c53d589486dea1bfc7d9bb73aa0f7d6f37d	expression.observed.en.sha256_9093f2bb8d45a4d70a44fdf56e0b62f7d6c9d7cb0748093b0cf3ff9d35b3ebbe	expression.observed.en.sha256_98b946f0ec07b871cc5b32923c8a8f96804e46428af8a4b6eb14672a0bca3338	nuts	rich body	nuts	rich body	1	2474	0.4825617335594093	0.3333333333333333	0.05263157894736842	19	3	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
