cleaned_descriptor_identity	canonical_concept_id	semantic_class	mapping_state	cleaned_assertion_support	effective_record_support	source_family_support	year_support	gold_support	silver_support	bronze_support	rights_affirmative_support	rights_pending_support	rights_unknown_support
cleaned-form:bdb1031251f0f54a04809d85		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:bdb75dbdc11ade67827c0626		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:bdbb9deb8e394404f4c85bcd		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:bdc5ce63eb8d73f1511822ae		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:bdd0bfee8a2eb462e6fbda8a		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:be4dc3652997dfd0fc339751		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:be5ab827ce517a8ad82c014c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:beaac1faca992ae5dabf900f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:bf42a21995be15d252137a5b		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:bf646d956e5eb469fc6e76f2		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:bfa3d229a02e2b28e0346837		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:bfd62d807cf7a350e59e66a1		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c00236cbf8333bf5313461fc		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c01a9fa462da11033230a834		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:c02ba1014ca97f7f774a2d7a		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c05564efaea5e6382b150519		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:c079f369e7a6cc91ba6551db		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c0d03c1239e01842d73cf046		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:c0dcd769bb770fdbf752c29e		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c1762dc5a1a39feab5108730		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:c216cd4ee312f42031cf072e		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c22fa6e5e54238a65a311fcb		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:c2a07f87990fc35872b0def9		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c2a1eb38d4c65c86435af76e		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c2a32a97ec5500bd2d304b38		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c2a67872808861cc1e41d413		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c2b0704a3f665468bed8bea3		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c2c4db7b208fd30de6fb24e1		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c329ad4bae5654f1aa17cca7		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:c36ea063284b31b7eee0f9af		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c36eeaaa83880806b0d38851		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c372337dbf27cf3e501e86d9		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c3d4a7bf6e2e76b7ed36e104		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c4159dd9155b6afdccbe0297		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:c44241139da4e529beb6f623		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:c4592b36691dc0bc09e9b3cb		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c595fb8c9858f086a196d692		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c5c9a1198fc3d123c73e5084		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c5d6b43fb4e6ae50242a51a8		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c60426e7a64fa86cc246d4b2		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:c62a908dd8f1f63c24b3584b		BROAD_SENSORY	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c64ecf8e9d6e7adc885df80e		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:c662eb8f137bb09f2a942bef		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c68849c6dbcd3a1213caecfa		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c698b71190916866565b491f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c6a6a60c35bc960873871bc0		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c6b6f79b1b1aeb407a32ecba		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c6ce2d0498394f7738d407a1		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c71bf49e0d0313084e7e5bdd		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c722532ddf27384102e6d25e		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c7299b0d91907fef6d8dca64		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c753a9102ea0a2c09b2f70e7		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c75e195ffcf9aef8f0fa7d7e		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c777aae8070ebf74557ede7d		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c7f759ce7ad4cc49ddd919a3		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:c8225f4a4e9ee64136e5d6aa		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c83f61c3881c13407e7e22e6		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:c84fec408dce070300388984		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c8631aa836b65cbcb3a720b0		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c87765e325faec16eb6ee122		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c8b1f4b76229cb72d6bc950f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c920e851753199c728333761		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:c945514100e3b5dd11fb1837		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c97a75f4e524d34f7ebbf4fd		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c9b4d38a5c304bfd9feed348		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c9b78a6c7d45cbd772312ce7		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c9d64909b595547e0966e2a2		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:c9d6810daf579f0506be7cd2		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:caa4f76c854772cb43bb6ea2		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:caa79af4db67695cce51988c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:cb48be851271c7bb0beda963		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:cb70824956d6d4d8af98ce6d		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:cb99b1265d63aa9b1849e3da		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:cbbc081621a4ff4b1d4ad088		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:cbe244c15407a71ace120d50		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:cc6e6448c66a59ece6e2816a		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:cc805c85ef9bd8f28065717b		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:cc9de44d8c9fc47d54ebb734		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:cca8c8c18a138dd5b605e434		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:ccb57eef3a3cc5bd4a38ddc1		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:cccbdd38d246c13fb06677b5		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:ccd98cbb43da884133ad4531		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:ccebee1845e01d554bed40f6		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:cd412ba23eb230147ae2a39a		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:cdb7af243d8685cbbdf21c3e		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:cdd2e4293f02b3c0b9851e2a		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:ce17f2a982a3654c67745820		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:ce1fc7d8ebc93ac8f19b01ea		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:ce240f5b633f1a6d2774da40		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:ce3a2ddf6bd027495f1b73c0		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:ce7556dd57ce185eb2f52bd6		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	0	1	0
cleaned-form:ce7effd75ff289ede8a5bc36		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:ceb9057c678e97657ca93f1a		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:ced7a81ba9afdf1771453c53		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:cedb9dca2cff50e7a4d29db3		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:cf31483682f63308a2769bc9		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:cf594b2f7bec0fdcfbc6b99e		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:cf807da1f628f98a74d3cc96		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:cf9bfa7f8dc04afb999d62a4		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:cfafe7361cad3a99aba96f43		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:cfbf257c5e0e1149246758da		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:cfe1ad9ec0024032ab6debc6		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:cfee888f13e6fd2580aa42d4		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:d00804190b683d6ea043efca		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d054132d52a6e248c857baca		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d0854ad1c7e25944fb5267ab		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:d0b89c8835b90251c72f7492		DEFECT_OR_NEGATIVE_SENSORY	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:d0c045a23a8712b61cf9949e		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d0c92c764c5647d43d7166ef		DEFECT_OR_NEGATIVE_SENSORY	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:d0e032c527832497f056fe37		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d13ead232735628f1ef6f500		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:d15d0ed6ee3504f278e39a29		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d1a20d44dd73e27593efb10b		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d1b7f56bb90c6d05f3ee218f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d1bd5e5fa2f30b0b676ebb8f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d1c6de946e370200ea475f53		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d20a0baf315d5674b31f6623		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d20f31d6158adb2e3c729f1b		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d2ee23cc65490390312764c5		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d353fb7a5f5b83cb82ebc17e		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d3be4f99d5b0523ddce972f4		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d3ea6d187882d61af1dfa90f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d3ed7c2a530dc428003fe083		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d4026f9eba6ad85082bc4e4b		DEFECT_OR_NEGATIVE_SENSORY	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:d40c675d1e2462a8a15819aa		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d49180f47d2bee04ca53bbe6		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d49e4c323348776e354814be		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d4c90fc47beb3bc69b5bb55e		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d509f8db2fac7856d8eee2dd		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d564aaf98bd28a23bf9d1252		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d5fa5986b4946f11e2871381		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d5ffe4934f5b8ed550de4c74		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d64975175fbf6ba5c31346bc		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d653303068577cbdea0e0731		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d6798e6a4640ae07f12fb9f9		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d67ad5f7ca78303e2dee7093		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d69a8c471784c93a04643b7b		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d6afd7ecc2c34742ce3556f9		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d6be7a137b141631c9906877		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d6e9997b0cbf77e5aca24e05		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d73cddd40ec04c15e1490d58		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:d75c26dab1a971bbd9e3c3a1		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d7a9ead0b15cd7c8f3ba0d57		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d7abf8ada10e9eb5b7aa3b50		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d7eaaeae9bd6033806e09a6d		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d805524d68f33c3943830859		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d89abf026a2d3f3c57461698		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:d8a077c5ff31fa636a78a271		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d8eeeda655297bb71d3f8d97		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d8f4116f8cf4481dac5432a8		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d90cdeb251e81c988ba7f67c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d936b9ba581eef7c061cf5fc		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:d9a151164d79fc89e4ccb6bf		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:da065c50e0346a04d949d564		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:da1d356d9d28675c7c39bc96		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:da1e1249b277e1901ff76bc5		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:da90114c55191a389a1e36c3		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:da9318a46a1c99736cd59894		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:dab880d2a49226c578ba41c2		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:db371065eceb667c993c765b		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:dbf07adeb992849426155ff7		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:dbf834004c360ec39cecbb7c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:dbfc5c67437eab94a8fef9e7		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:dc0c104eaf769fdfb995df7f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:dc1abeb636504354e7a02cde		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:dc3d50da8dac041f660e4ba8		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:dc3fcae12d04b8000b9198c9		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:dc4d53ba57bb6bae9dcab955		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:dcb30c0006633d628e441958		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	0	1	0
cleaned-form:dcd510dc95eae58bd16985d7		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:dd021b0bc6421c0b5764cece		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:dd56de4137951d9c92681b03		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:dd5b62ad87456527f4b3d371		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:dd8595ba006c7de54e456a96		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:dd88581099dfc70034f78d84		DEFECT_OR_NEGATIVE_SENSORY	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:dd952f4fd35fde79558369cf		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:ddc37cdc748151d63fe583fb		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:ddc5177b9204093a546234ec		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:ddd9be92793e7484067d9b3c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:de4a1d590016ded8f0b5eba1		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:de9c97f6cb4db1f35c2cd51b		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:ded32129b05bfc16ce501e65		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:df45a7ff9e2c998297097bf1		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:df5878eedaa9a3b2e67e6a44		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:dff22754ace5cbab4fbb2da3		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:e0007a5bca8d915862749b39		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:e0a4e8d9dec85d4f97c8df6a		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:e13fb727b89b317721faefd1		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:e152e9c7a89e02929c449c42		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
