language_occurrence_key	language_document_key	language_expression_key	raw_source_phrase	source_locator	observed_value
language.occurrence.firstbloom.sha256_c46f3b1a3486e2088f415c18c69ea1a82871656c8689c9d22732679ea354520d	document.firstbloom.release_4524	language.expression.en.sha256_6569337a1cc00a5d86014798fda568c1a50a49570b80db02e894d4322c0aaa76	Sponge Taffy and Red Grape	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_f5eb6d4b9e7963e1b2f73bfa0011faaaec1ca77ad80c811724964b1341c23a7c	document.firstbloom.release_4525	language.expression.en.sha256_e4cf9ecedccb0b93fb92bf0d408ed4d0a55c25507c22cfac280594865251f029	Brazil Nut and Lime	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_f6a93d417231bf138ecf26af3c857cffe601e223dac269a7886c69ada14951bf	document.firstbloom.release_4526	language.expression.en.sha256_ac3300c4da7a30f2a3212c8aa62d976be3f2b1b4fcbeb9fe5fb70674cb3e82b3	Brown Sugar and Chocolate	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_e96c7fffa06cce8309a840e81b1a03a37c1f5d41d59ee8294bcc45010ef9ea95	document.firstbloom.release_4527	language.expression.en.sha256_4f7f252d985ac581f80c573a2a977d50d54b0dcc4a8fafa5000ebdee8d3fb32b	Raspberry and Walnut	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_68bde4bf968d2b5414655832167c0eb7bd5a30079e0d63e2c28b78b77d5bb8eb	document.firstbloom.release_454	language.expression.en.sha256_03d92f41d72bcf00dd8b223560ff5900cb1839373d0fc643b86cae8ecd4e128f	dark toffee	tasting_note.fragment.004.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_aa561cec9d7ee233d7044d6efecc4709ab39c2ce39ce5a80f10140e836109f6d	document.firstbloom.release_4575	language.expression.en.sha256_db4f97de31778fc24797a313056041bc2b14887796e25dbf96f3393a97db3f56	PB & J Sandwhich	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_dba7deb7f331ee737b406673841d06e61491bbb3da66cdb56088b52285d1d2ac	document.firstbloom.release_458	language.expression.en.sha256_19c7f0ef90cf22f1c9f981e5d1111e29f1c9b720f9f347efa36a7022dd4bb70c	Muscato Grapes	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_c427b589422e9a8957f007ff76305ad630209927dd0506630828676d44d3d68a	document.firstbloom.release_4583	language.expression.en.sha256_c2b2776509f0c09d63cc916a27eff66481be69650be3fca103bbecb1434003b4	Malbec Grape	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_7917dd1fba01f885fb9cd16a956eba261414858a0bbdcec43b903d18f341acbc	document.firstbloom.release_4583	language.expression.en.sha256_39de6bd73fb94bf307bc1ca18ef171509481d36aa0db89fbf6fb65cf670b14c3	Sirupy	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_86a97a82875894fd1de01f4257c2a48956c855014bddb61d23031a2dcb07c03a	document.firstbloom.release_4605	language.expression.en.sha256_a00ffd400082ac64148d6d2a4bb162cd189b42f475364ce5995a364ba9a62ab5	hot lemon tea	tasting_note.fragment.005.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_c96c9da84e92808161487ed91d411c7ef3d97a7d772d43d5dd9d00ceddd9edd0	document.firstbloom.release_4605	language.expression.en.sha256_27d5ba96c579290b831998f9649d9eea80df77cf30e279f9ffad7dd9ecca2e0d	with a mellow lemony citric acidity	tasting_note.fragment.008.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_60cc3943329c9952f5ce1299e976f032d04e325bda3ce7db3edeb4fbb8c1513e	document.firstbloom.release_4605	language.expression.en.sha256_184744e775ea1d77a04b0faf88d3119685f50076fc532535f8821a8ea16c958a	the acidity becomes juicier	tasting_note.fragment.010.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_4959979201c4b407b62bd5d3612d9a8c978e28c33e049a44f6e88c2353334bfa	document.firstbloom.release_4605	language.expression.en.sha256_71075f1068b3d5bf0a4dd431ec544958e5cf82e9eaf524886ef6649e351bcba0	like pink lemonade and navel orange juice	tasting_note.fragment.011.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_f2752d4d3c4280113bf7a69e74fc0638bf916c889fd716d9508148660b66184a	document.firstbloom.release_4606	language.expression.en.sha256_d3da8626d45e54aadaa7e84c9febb95e04446cf7a623e03cc17fb5c0b3a2eb4f	peanut brittle	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_b735bcad4c3fe4fa388977a28654d3ee39e7e41afffc9067ab7a61feaa414602	document.firstbloom.release_4606	language.expression.en.sha256_5cf77dac64d52288c3f87243f5da1b8149cf8e1d6873de189af7b604e1a6b585	and warm baking spices dominate	tasting_note.fragment.005.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_0991d94acc2c3ec79ef4a4ed076472869524df06627821223ef2ffb6149a1476	document.firstbloom.release_4606	language.expression.en.sha256_f6555e89d50fea6408ebae4d11aa80d3f141dca987bc075ba6c2865ca1b37f33	the peanut brittle becomes more like peanut punch	tasting_note.fragment.007.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_cd6626897033a8e171bb67d84e61a172dc3d4bfe26f92eb600dcbe5c973e1f9b	document.firstbloom.release_4606	language.expression.en.sha256_e367e64a016a33f3e86684eec344fd9797683b79df154564227c1c1c3cbdb369	the sugarcane sweetness intensifies	tasting_note.fragment.008.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_f1ab35120c7926c304830d2ff9a75e033cfe797d2374fd18763c3c1e6cbb72e6	document.firstbloom.release_4606	language.expression.en.sha256_26fc8e29649cdc547101cf34a4e2721e9a0de2dbd0e0718891a107ec285742b0	and the cherry undertone comes alive	tasting_note.fragment.010.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_c546dc1af8b99fd200a881ac5af90d6e00da4050270796b7dc0741feafb3e3bc	document.firstbloom.release_4607	language.expression.en.sha256_fc91b9712c78c95a6179556e8e54a6662a91924d810ec845eb0ebeb84eeef2be	the blackcurrant translate into the flavour	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_e7cc0f27b6b499119ce78e067740dbd7944b777a48963336eb8dabee623e45ea	document.firstbloom.release_4607	language.expression.en.sha256_5218b6580c7c31bd811495286705ca9acfca2502bcc81b2b4ce1653d2879f83d	along with a cranberry jelly tartness	tasting_note.fragment.004.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_d6ff6822220ce1d428018b9d03318d3c374f68a90baefc18a109bdaec9fdc752	document.firstbloom.release_4607	language.expression.en.sha256_5dac94a6a4420fa37b99223185037fb8d78a464de25d4fa3fbb09fb2fefc28d6	the malic acidity becomes more apparent	tasting_note.fragment.006.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_ce56af5f0c047f142cd1860a090d6dccd698cbcf5658ce87db0e5402a44b45ac	document.firstbloom.release_462	language.expression.en.sha256_7a212efe771cacb7a9690e9e19fa5a8bcd8477f5af15f5f1264043fc0dee79cf	with hints of Hazelnut	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_c1e70f20a23de2bb8e693ac858ebb7249744099d8c717ffc8175848074249c12	document.firstbloom.release_4628	language.expression.en.sha256_add1743eae5bbd8ea17b3d3b3531d0f3de072d10599edc0d8e107af90e52245a	Bamboo	tasting_note.fragment.004.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_6f485fe4e22e679b69f6248da4603e8eb48c729ca31d36b24392ae1ce5ec2d40	document.firstbloom.release_4628	language.expression.en.sha256_dd832404e8eeb90793f0369b96ed1702e0e22487a58eb4c1f285a4af5c4f6f21	cucumber	tasting_note.fragment.006.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_cd636a4c6fde83dec02161ddf76ba17d34d30d74148d6019aff6f57056878fbd	document.firstbloom.release_4632	language.expression.en.sha256_c495fc2ff1608ae83d695b89120e50acae7d8f1e8aad52be535bb4f50567e23c	Red fruit juice	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_825821f3a7242fb0718068737e623975b1eb382b83377c54fb9f650a328e7e1d	document.firstbloom.release_4632	language.expression.en.sha256_044f34f8d3d6d3fdc4e8f44172731d38d13c489de56c940fef3a9b129b063bf0	pineapple juice	tasting_note.fragment.004.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_5518f9337961ceb2fdf594ecd0f4b6a32243f2c4a4c830f5aa48c4e4e2a4b8af	document.firstbloom.release_4632	language.expression.en.sha256_cb2ae26f7bb0f96d5b9046a12398b94c9b83c12899df7aba7c345bb44e6349d0	Prune explosion	tasting_note.fragment.005.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_86f4a707f2b6de6edbcdc132ec0fd758709badc1b318f1dd2bbfeffd88834c5e	document.firstbloom.release_4632	language.expression.en.sha256_4544a9d1bce17522b99e89f994f093824762a4e707cfe74955b5a1d63a31f986	acidic	tasting_note.fragment.009.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_7350e8571e3e8c02652c23bf9544036f120ddff89f87ba05ae80d590d10fc853	document.firstbloom.release_4634	language.expression.en.sha256_4f08e124fbbbac5d2803d4643851f2a95e50bd7d6eddc3e74ca261619cad079b	Aromas of chocolate and lemon pie	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_d3ea829443be1a08af5bd56bad085fe9b84ade2eb246acefa775699dc6e23a16	document.firstbloom.release_4634	language.expression.en.sha256_6eecb6a24bfece3ca90d0f73d6ae673a06884c09232c1de014f36c5e2a81b3b7	tangy acidity and lively	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_d6747c08a552a35e3202eacac7ceaec28e9ac2fd9f921aff066d12a18a6f33e6	document.firstbloom.release_4634	language.expression.en.sha256_1831d6ffa756ef6b2b44a9a9151b3d4869a8a32a10c9013e0dfd17a8a5ccf63c	light texture	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_b4a7bdbf33e6813d7a16fdf4544e6fed957a13b8b2d8d46327a791ae1db59d0c	document.firstbloom.release_4641	language.expression.en.sha256_e474bd6cb37a7ee514a73568ba4aea83af5eb1d57d327854e35c9f926ea775e9	Almond Brittle	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_a0cd886b4206a4798022eb822aa33a9207d0fbcc2467134bd8d46ef04dc70215	document.firstbloom.release_4642	language.expression.en.sha256_81f116680c7e50812522abce29dd943c0c8c56e334fc81ef43483184a923d56e	Baking Chocolate	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_dfb81158beb36314807a685cdcd643f3873ffb62d46bd1f586cec84f198a508d	document.firstbloom.release_4644	language.expression.en.sha256_3d7e379a61474431648eb296dc9be81bc028dff974bf3ec6289d2d6a02d5377e	ried Apricot	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_51076d1c615b9f8c416d819c8303ca4f6f483c4be63c4b73f3cf6efa0f03fd62	document.firstbloom.release_4653	language.expression.en.sha256_acc73eccfefbcb4903f742d36173bc2b9f85d92c35bddfa1c8cc42543cd9831c	dry apricot	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_16da3dc7994b87fa2c9602dc39171ea093f419e6a70e45f224f0218eaa7ed1ac	document.firstbloom.release_4664	language.expression.en.sha256_c168934b7953b120724007b7ac16142c5ef0ac3634edcd36cfa92b7f99ebf247	Classic with Fig	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_340315857091d7f363d6e5137568f63360d863b2357b3e8e6454ad04e61557ca	document.firstbloom.release_4664	language.expression.en.sha256_717d48d719fafa51525353e1349fd9dc50b62b3208ad9017441da9cdd1680eac	Chocolate & Butterscotch Pudding	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_b633a81ca0155585466888b5ddcd269f36cc9cd5692987ad6b3b495c8e25ae58	document.firstbloom.release_4682	language.expression.en.sha256_162343e322285f5ceb8d5c2bf45457cf08c4e919cf2577678e1c366b3d497776	Chocolate and Toasted Almond	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_ba42276ec37b6aaa65b6527627bdbc90c7052ffaa0f69933a8c275cbcf3fa725	document.firstbloom.release_4684	language.expression.en.sha256_e295785856e1d0042e60309c49b8a998c07d4d383900a59827356fcb7cbd5ee8	Blackberry and Chocolate Fudge	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_b2cd0c08f8c1c79d60d6dc0505cb4f21fa2f4b1dd61b7e85d487a54cdec603da	document.firstbloom.release_4685	language.expression.en.sha256_fd8c1e308b44d0dccc76c84b974df2fda3762f841157c35207566125f4b0ed44	Gardenia	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_279b0f3cdcfa3fb79c3cdc025db5c3cb427045d77ecd0706ceb58da763e6401e	document.firstbloom.release_4686	language.expression.en.sha256_ba46d0ff5945faab159cd02590ed20adc4672c876657dd945c545f9817b214b7	Sweet & Floral with Lime	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_970ece741655ac4146d99ad4c853729fbe95bb54d28fa9d2d31431f1b6f408ac	document.firstbloom.release_469	language.expression.en.sha256_4c2139acb83de53baca52d742d8ba2a42bccaee1e0b960466cb7a3b146fbb67b	Hard candy	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_a426e3bc6de1563d1d10a628432df4b0a8482fb7c28d341dbc5cfc03a334241d	document.firstbloom.release_4690	language.expression.en.sha256_acc73eccfefbcb4903f742d36173bc2b9f85d92c35bddfa1c8cc42543cd9831c	Dry Apricot	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_4c4c1ac2cdbf7116691350ff0cfff6b1bf923ba8e58696b05eb67bb831db1929	document.firstbloom.release_4691	language.expression.en.sha256_bf19f0491cdceb9daa6c79bf5400d3eefb3a36c67af556fdf8a43c00354274d7	Winey Finish	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_8a18b66ba5b34d21997c9c219165941d3ccf1c4d40d5f79002870968a052b1b9	document.firstbloom.release_4699	language.expression.en.sha256_638fbc1f798ed5b51f5ae619998887f0978c093ca93e980d78c85cc5bf518d46	Lemon Buttercream	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_5ace1820cd1fcdf8994f769bb5f6e62f6c2676ce2ba3e436deecf6c5500246fb	document.firstbloom.release_4701	language.expression.en.sha256_6ab76d08444dc3e23df89223432ba5f7ed1f8cd5f06aaeda3d84854987d3680d	Aroma: Rosewater	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_558b98b40242b193bfaa8892562f3ab3e962e12ad001926ae216e06e0e6e436c	document.firstbloom.release_4701	language.expression.en.sha256_427445f7460a5816d655cb77aef62632dbbcc7bf33bacb1fcfcb4d635fa874f6	Flavour: Raspberry	tasting_note.fragment.004.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_eb7a7e0749bce70ac2fac350021d42e4bdceeb646b0fa27f679248748ec83ea7	document.firstbloom.release_4701	language.expression.en.sha256_781600acb7c1c09caf38baac292e319555d507cf75b469d97478015b7e8eebd9	Rosewater	tasting_note.fragment.006.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_ec7866b4fbce78f2ab9d72bedfd7faa31b4c5f55605be2ed2423cee3e1c8238e	document.firstbloom.release_4701	language.expression.en.sha256_d3deccfd1648f644308fbf1bb10937d0b490a7a15c6c65adf4cb6af93ac4530f	Texture: Syrupy	tasting_note.fragment.007.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_82806e338994c8d297e2313ee93af1e031785e92cafedc71650204f7fba32fbd	document.firstbloom.release_4701	language.expression.en.sha256_3e42a59d270d415ad648ae1d6640bb87921c1e6842c4245e17398dadc22a2283	Aftertaste: Brown Sugar and Floral	tasting_note.fragment.009.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
