presentation_slot_key	session_slot_key	beverage_sample_key	sequence_position	blinded_code
pilot.round3d.session_slot.ordinary_user.assessor_050.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_050.session_02	pilot.round3d.sample.lot_02.extremely_dark.espresso_pressure.rep_1	5	841
pilot.round3d.session_slot.ordinary_user.assessor_050.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_050.session_02	pilot.round3d.sample.lot_01.dark.cold_extraction.rep_1	6	869
pilot.round3d.session_slot.ordinary_user.assessor_051.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_051.session_01	pilot.round3d.sample.lot_01.extremely_dark.filter_percolation.rep_2	1	170
pilot.round3d.session_slot.ordinary_user.assessor_051.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_051.session_01	pilot.round3d.sample.lot_01.medium_dark.filter_percolation.rep_2	2	470
pilot.round3d.session_slot.ordinary_user.assessor_051.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_051.session_01	pilot.round3d.sample.lot_01.medium.espresso_pressure.rep_2	3	140
pilot.round3d.session_slot.ordinary_user.assessor_051.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_051.session_01	pilot.round3d.sample.lot_01.dark.filter_percolation.rep_2	4	356
pilot.round3d.session_slot.ordinary_user.assessor_051.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_051.session_01	pilot.round3d.sample.lot_02.medium.hybrid.rep_1	5	688
pilot.round3d.session_slot.ordinary_user.assessor_051.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_051.session_01	pilot.round3d.sample.lot_01.medium_light.espresso_pressure.rep_1	6	540
pilot.round3d.session_slot.ordinary_user.assessor_051.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_051.session_02	pilot.round3d.sample.lot_02.medium.hybrid.rep_2	1	630
pilot.round3d.session_slot.ordinary_user.assessor_051.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_051.session_02	pilot.round3d.sample.lot_01.dark.espresso_milk.rep_2	2	381
pilot.round3d.session_slot.ordinary_user.assessor_051.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_051.session_02	pilot.round3d.sample.lot_02.medium_light.immersion.rep_2	3	886
pilot.round3d.session_slot.ordinary_user.assessor_051.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_051.session_02	pilot.round3d.sample.lot_01.medium.hybrid.rep_2	4	725
pilot.round3d.session_slot.ordinary_user.assessor_051.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_051.session_02	pilot.round3d.sample.lot_02.medium.cold_extraction.rep_1	5	745
pilot.round3d.session_slot.ordinary_user.assessor_051.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_051.session_02	pilot.round3d.sample.lot_01.light.immersion.rep_1	6	807
pilot.round3d.session_slot.ordinary_user.assessor_052.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_052.session_01	pilot.round3d.sample.lot_01.dark.hybrid.rep_2	1	588
pilot.round3d.session_slot.ordinary_user.assessor_052.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_052.session_01	pilot.round3d.sample.lot_02.medium_light.filter_percolation.rep_2	2	766
pilot.round3d.session_slot.ordinary_user.assessor_052.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_052.session_01	pilot.round3d.sample.lot_01.medium_dark.immersion.rep_2	3	827
pilot.round3d.session_slot.ordinary_user.assessor_052.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_052.session_01	pilot.round3d.sample.lot_01.light.hybrid.rep_1	4	768
pilot.round3d.session_slot.ordinary_user.assessor_052.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_052.session_01	pilot.round3d.sample.lot_02.light.diluted_espresso.rep_1	5	758
pilot.round3d.session_slot.ordinary_user.assessor_052.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_052.session_01	pilot.round3d.sample.lot_02.extremely_light.immersion.rep_2	6	554
pilot.round3d.session_slot.ordinary_user.assessor_052.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_052.session_02	pilot.round3d.sample.lot_02.light.hybrid.rep_1	1	126
pilot.round3d.session_slot.ordinary_user.assessor_052.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_052.session_02	pilot.round3d.sample.lot_01.light.cold_extraction.rep_2	2	299
pilot.round3d.session_slot.ordinary_user.assessor_052.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_052.session_02	pilot.round3d.sample.lot_02.extremely_dark.filter_percolation.rep_2	3	601
pilot.round3d.session_slot.ordinary_user.assessor_052.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_052.session_02	pilot.round3d.sample.lot_01.medium.diluted_espresso.rep_1	4	641
pilot.round3d.session_slot.ordinary_user.assessor_052.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_052.session_02	pilot.round3d.sample.lot_02.dark.hybrid.rep_2	5	104
pilot.round3d.session_slot.ordinary_user.assessor_052.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_052.session_02	pilot.round3d.sample.lot_02.medium_dark.filter_percolation.rep_1	6	798
pilot.round3d.session_slot.ordinary_user.assessor_053.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_053.session_01	pilot.round3d.sample.lot_02.medium_light.espresso_pressure.rep_1	1	444
pilot.round3d.session_slot.ordinary_user.assessor_053.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_053.session_01	pilot.round3d.sample.lot_02.medium_light.immersion.rep_1	2	470
pilot.round3d.session_slot.ordinary_user.assessor_053.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_053.session_01	pilot.round3d.sample.lot_02.light.espresso_pressure.rep_2	3	646
pilot.round3d.session_slot.ordinary_user.assessor_053.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_053.session_01	pilot.round3d.sample.lot_01.dark.espresso_pressure.rep_1	4	848
pilot.round3d.session_slot.ordinary_user.assessor_053.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_053.session_01	pilot.round3d.sample.lot_01.extremely_dark.immersion.rep_2	5	718
pilot.round3d.session_slot.ordinary_user.assessor_053.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_053.session_01	pilot.round3d.sample.lot_02.medium.espresso_pressure.rep_2	6	897
pilot.round3d.session_slot.ordinary_user.assessor_053.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_053.session_02	pilot.round3d.sample.lot_02.medium.immersion.rep_1	1	322
pilot.round3d.session_slot.ordinary_user.assessor_053.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_053.session_02	pilot.round3d.sample.lot_01.extremely_light.espresso_pressure.rep_2	2	844
pilot.round3d.session_slot.ordinary_user.assessor_053.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_053.session_02	pilot.round3d.sample.lot_02.medium_dark.immersion.rep_1	3	342
pilot.round3d.session_slot.ordinary_user.assessor_053.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_053.session_02	pilot.round3d.sample.lot_02.extremely_light.immersion.rep_1	4	448
pilot.round3d.session_slot.ordinary_user.assessor_053.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_053.session_02	pilot.round3d.sample.lot_02.medium.diluted_espresso.rep_1	5	784
pilot.round3d.session_slot.ordinary_user.assessor_053.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_053.session_02	pilot.round3d.sample.lot_02.light.filter_percolation.rep_1	6	666
pilot.round3d.session_slot.ordinary_user.assessor_054.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_054.session_01	pilot.round3d.sample.lot_02.dark.cold_extraction.rep_2	1	134
pilot.round3d.session_slot.ordinary_user.assessor_054.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_054.session_01	pilot.round3d.sample.lot_02.light.filter_percolation.rep_2	2	121
pilot.round3d.session_slot.ordinary_user.assessor_054.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_054.session_01	pilot.round3d.sample.lot_01.light.espresso_pressure.rep_2	3	280
pilot.round3d.session_slot.ordinary_user.assessor_054.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_054.session_01	pilot.round3d.sample.lot_01.extremely_light.espresso_pressure.rep_1	4	267
pilot.round3d.session_slot.ordinary_user.assessor_054.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_054.session_01	pilot.round3d.sample.lot_01.extremely_light.immersion.rep_2	5	203
pilot.round3d.session_slot.ordinary_user.assessor_054.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_054.session_01	pilot.round3d.sample.lot_01.medium_dark.espresso_pressure.rep_2	6	853
pilot.round3d.session_slot.ordinary_user.assessor_054.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_054.session_02	pilot.round3d.sample.lot_01.light.filter_percolation.rep_1	1	493
pilot.round3d.session_slot.ordinary_user.assessor_054.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_054.session_02	pilot.round3d.sample.lot_02.light.diluted_espresso.rep_2	2	925
pilot.round3d.session_slot.ordinary_user.assessor_054.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_054.session_02	pilot.round3d.sample.lot_01.medium.hybrid.rep_1	3	517
pilot.round3d.session_slot.ordinary_user.assessor_054.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_054.session_02	pilot.round3d.sample.lot_02.light.espresso_pressure.rep_1	4	169
pilot.round3d.session_slot.ordinary_user.assessor_054.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_054.session_02	pilot.round3d.sample.lot_01.medium.diluted_espresso.rep_2	5	308
pilot.round3d.session_slot.ordinary_user.assessor_054.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_054.session_02	pilot.round3d.sample.lot_01.medium.espresso_pressure.rep_1	6	325
pilot.round3d.session_slot.ordinary_user.assessor_055.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_055.session_01	pilot.round3d.sample.lot_02.medium.espresso_pressure.rep_1	1	508
pilot.round3d.session_slot.ordinary_user.assessor_055.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_055.session_01	pilot.round3d.sample.lot_02.medium_light.espresso_pressure.rep_2	2	557
pilot.round3d.session_slot.ordinary_user.assessor_055.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_055.session_01	pilot.round3d.sample.lot_02.medium.filter_percolation.rep_1	3	462
pilot.round3d.session_slot.ordinary_user.assessor_055.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_055.session_01	pilot.round3d.sample.lot_02.dark.immersion.rep_1	4	687
pilot.round3d.session_slot.ordinary_user.assessor_055.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_055.session_01	pilot.round3d.sample.lot_01.dark.espresso_pressure.rep_2	5	468
pilot.round3d.session_slot.ordinary_user.assessor_055.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_055.session_01	pilot.round3d.sample.lot_01.medium_dark.immersion.rep_1	6	314
pilot.round3d.session_slot.ordinary_user.assessor_055.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_055.session_02	pilot.round3d.sample.lot_02.medium.espresso_milk.rep_2	1	902
pilot.round3d.session_slot.ordinary_user.assessor_055.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_055.session_02	pilot.round3d.sample.lot_01.extremely_dark.immersion.rep_1	2	132
pilot.round3d.session_slot.ordinary_user.assessor_055.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_055.session_02	pilot.round3d.sample.lot_01.extremely_dark.espresso_pressure.rep_2	3	439
pilot.round3d.session_slot.ordinary_user.assessor_055.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_055.session_02	pilot.round3d.sample.lot_01.dark.diluted_espresso.rep_1	4	289
pilot.round3d.session_slot.ordinary_user.assessor_055.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_055.session_02	pilot.round3d.sample.lot_01.medium_light.espresso_pressure.rep_2	5	383
pilot.round3d.session_slot.ordinary_user.assessor_055.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_055.session_02	pilot.round3d.sample.lot_02.extremely_light.espresso_pressure.rep_2	6	685
pilot.round3d.session_slot.ordinary_user.assessor_056.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_056.session_01	pilot.round3d.sample.lot_01.medium.immersion.rep_1	1	809
pilot.round3d.session_slot.ordinary_user.assessor_056.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_056.session_01	pilot.round3d.sample.lot_02.medium_light.filter_percolation.rep_1	2	253
pilot.round3d.session_slot.ordinary_user.assessor_056.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_056.session_01	pilot.round3d.sample.lot_02.dark.cold_extraction.rep_1	3	985
pilot.round3d.session_slot.ordinary_user.assessor_056.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_056.session_01	pilot.round3d.sample.lot_01.light.espresso_milk.rep_2	4	750
pilot.round3d.session_slot.ordinary_user.assessor_056.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_056.session_01	pilot.round3d.sample.lot_01.medium_dark.espresso_pressure.rep_1	5	987
pilot.round3d.session_slot.ordinary_user.assessor_056.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_056.session_01	pilot.round3d.sample.lot_02.dark.espresso_milk.rep_1	6	229
pilot.round3d.session_slot.ordinary_user.assessor_056.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_056.session_02	pilot.round3d.sample.lot_01.dark.espresso_milk.rep_1	1	543
pilot.round3d.session_slot.ordinary_user.assessor_056.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_056.session_02	pilot.round3d.sample.lot_01.medium_light.immersion.rep_1	2	333
pilot.round3d.session_slot.ordinary_user.assessor_056.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_056.session_02	pilot.round3d.sample.lot_02.medium.diluted_espresso.rep_2	3	972
pilot.round3d.session_slot.ordinary_user.assessor_056.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_056.session_02	pilot.round3d.sample.lot_01.extremely_dark.filter_percolation.rep_1	4	716
pilot.round3d.session_slot.ordinary_user.assessor_056.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_056.session_02	pilot.round3d.sample.lot_02.dark.espresso_milk.rep_2	5	669
pilot.round3d.session_slot.ordinary_user.assessor_056.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_056.session_02	pilot.round3d.sample.lot_01.medium_light.filter_percolation.rep_2	6	841
pilot.round3d.session_slot.ordinary_user.assessor_057.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_057.session_01	pilot.round3d.sample.lot_02.medium.immersion.rep_2	1	877
pilot.round3d.session_slot.ordinary_user.assessor_057.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_057.session_01	pilot.round3d.sample.lot_01.light.espresso_milk.rep_1	2	928
pilot.round3d.session_slot.ordinary_user.assessor_057.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_057.session_01	pilot.round3d.sample.lot_01.dark.cold_extraction.rep_2	3	423
pilot.round3d.session_slot.ordinary_user.assessor_057.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_057.session_01	pilot.round3d.sample.lot_01.medium_light.filter_percolation.rep_1	4	654
pilot.round3d.session_slot.ordinary_user.assessor_057.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_057.session_01	pilot.round3d.sample.lot_01.dark.hybrid.rep_1	5	909
